,data_pagamento,CACR11_rendimento,BPFF11_rendimento,AFHI11_rendimento,ALZR11_rendimento,RZAT11_rendimento,ARRI11_rendimento,AIEC11_rendimento,BARI11_rendimento,BBPO11_rendimento,BCFF11_rendimento,BRCR11_rendimento,BCIA11_rendimento,BCRI11_rendimento,BLMR11_rendimento,BLMG11_rendimento,BRCO11_rendimento,BTAL11_rendimento,BTCI11_rendimento,BTRA11_rendimento,BTLG11_rendimento,CPFF11_rendimento,CPTS11_rendimento,HGCR11_rendimento,HGFF11_rendimento,HGLG11_rendimento,HGRU11_rendimento,CYCR11_rendimento,CARE11_rendimento,DEVA11_rendimento,VRTA11_rendimento,GTWR11_rendimento,GGRC11_rendimento,GALG11_rendimento,HABT11_rendimento,HCTR11_rendimento,HGBS11_rendimento,HGRE11_rendimento,HSAF11_rendimento,HSLG11_rendimento,HSML11_rendimento,HFOF11_rendimento,IRDM11_rendimento,JPPA11_rendimento,JSAF11_rendimento,JSRE11_rendimento,KISU11_rendimento,KNRI11_rendimento,KCRE11_rendimento,KNHY11_rendimento,KNIP11_rendimento,KNCR11_rendimento,KNSC11_rendimento,KFOF11_rendimento,LGCP11_rendimento,MALL11_rendimento,MCCI11_rendimento,MCHF11_rendimento,MXRF11_rendimento,MFII11_rendimento,MGFF11_rendimento,MORC11_rendimento,MORE11_rendimento,NCHB11_rendimento,OUJP11_rendimento,PATL11_rendimento,PLCR11_rendimento,PORD11_rendimento,QAGR11_rendimento,RBRL11_rendimento,RBRY11_rendimento,RBRP11_rendimento,RBRF11_rendimento,RBRR11_rendimento,RECR11_rendimento,RECT11_rendimento,RBFF11_rendimento,RCRB11_rendimento,RBVA11_rendimento,RZAK11_rendimento,RZTR11_rendimento,SADI11_rendimento,SARE11_rendimento,SNCI11_rendimento,SNFF11_rendimento,TEPP11_rendimento,TGAR11_rendimento,TORD11_rendimento,TRXF11_rendimento,URPR11_rendimento,VGHF11_rendimento,VGIP11_rendimento,VGIR11_rendimento,CVBI11_rendimento,LVBI11_rendimento,PVBI11_rendimento,VCJR11_rendimento,VSLH11_rendimento,VCRI11_rendimento,VIUR11_rendimento,VILG11_rendimento,VINO11_rendimento,VISC11_rendimento,VTLT11_rendimento,WHGR11_rendimento,XPCI11_rendimento,XPIN11_rendimento,XPLG11_rendimento,XPML11_rendimento,XPPR11_rendimento,XPSF11_rendimento
237,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
238,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
239,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
240,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
241,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
242,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
243,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
244,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
245,2019-01-15,,,,,,,,,1.0249,0.5800,0.3500,,0.9500,,,,,,,,,1.1500,0.9700,,0.7500,0.7800,,,,1.0100,,,,,,1.5200,0.7400,,,,0.5400,,,,,,0.7400,,,,,,0.4200,,0.6400,,,0.0600,1.1300,,,,3.9055,0.6829,,,,,,,0.5025,,,,,0.4800,0.5000,0.7000,,,,,,,,1.1300,,,,,,,,,,,,,,0.0218,,0.6042,,,,,0.6480,,,
246,2019-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8609,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,0.5168,0.7036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0860,,,,,,,,,,,,,,0.7700,,,,
248,2019-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,2019-01-24,,,,0.6555,,,,,,,,,,,,,,,,0.3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8841,,
250,2019-01-30,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2019-02-07,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5230,,,,,,,,,,,,,,,,
252,2019-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4900,0.4600,0.5600,,0.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2019-02-14,,,,,,,,,1.0249,0.5300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,0.7500,,,,,,0.7400,,,,,,,,0.7400,,,0.0600,1.1600,,,,1.7154,2.4115,,,,,,,0.3878,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,0.3690,,0.6042,,,,,0.6700,,,
255,2019-02-14,,,,,,,,,1.0249,0.5300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,0.7500,,,,,,0.7400,,,,,,,,0.7400,,,0.0600,1.1600,,,,1.7154,2.4115,,,,,,,0.3878,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,0.3690,,0.6042,,,,,0.6700,,,
256,2019-02-14,,,,,,,,,1.0249,0.5300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,0.7500,,,,,,0.7400,,,,,,,,0.7400,,,0.0600,1.1600,,,,1.7154,2.4115,,,,,,,0.3878,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,0.3690,,0.6042,,,,,0.6700,,,
257,2019-02-14,,,,,,,,,1.0249,0.5300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,0.7500,,,,,,0.7400,,,,,,,,0.7400,,,0.0600,1.1600,,,,1.7154,2.4115,,,,,,,0.3878,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,,,0.3690,,0.6042,,,,,0.6700,,,
258,2019-02-15,,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,1.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4500,0.5000,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,2019-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7908,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,0.6500,0.5193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,2019-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1000,,,,,,,,,,,,,,,,,,
261,2019-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,
262,2019-02-25,,,,0.6581,,,,,,,,,,,,,,,,0.3813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,
263,2019-02-28,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,2019-03-11,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3263,,,,,,,,,,,,,,,,
265,2019-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6917,,,,,,,
266,2019-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,2019-03-15,,,,,,,,,,,,,0.8800,,,,,,,,,,,,,,,,,0.9900,,,,,,,,,,,,,,,,,,,0.6400,0.6300,0.5400,,,,,,,0.0700,,,,,,,,,,,,,0.4198,,,,,0.4100,0.5000,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2019-03-18,,,,,,,,,1.0249,0.4300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,,,,,,,0.7400,,,,,,0.5800,,0.6000,,,,1.1500,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,0.8400,,,,,,,,,,,,,,0.8460,,0.6042,,,,,0.6700,,,
269,2019-03-20,,,,,,,,,,,10.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5400,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,0.7500,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0660,,,,,,,,,,,,,,,,,,
271,2019-03-25,,,,0.6595,,,,,,,,,,,,,,,,0.3803,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.6000,,
272,2019-03-25,,,,0.6595,,,,,,,,,,,,,,,,0.3803,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.6000,,
273,2019-03-29,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,2019-04-05,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0200,,,,,,,,,,,,,,,,
275,2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6917,,,,,,,
276,2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6917,,,,,,,
277,2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7300,0.8100,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,2019-04-12,,,,,,,,,1.0249,0.5300,0.4100,,,,,,,,,,,0.6500,0.7400,,0.7500,0.6800,,,,,,,,,,1.4000,0.7400,,,,1.0000,,,,,,0.7400,,,,,,0.4600,,0.6000,,,,1.1500,,,,,0.9000,,,,,,,0.4827,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,0.7800,,0.6042,,,,,0.6800,,,
279,2019-04-15,,,,,,,,,,,,,0.9200,,,,,,,,,,,,,,,,,0.9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0700,,,,,,,,,,,,,,,,,,0.8400,0.5000,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8248,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,,,0.8000,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720,,,,,,,,,,,,,,,,,,
282,2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,2019-04-25,,,,0.6595,,,,,,,,,,,,,,,,0.4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,,0.5400,,
285,2019-04-29,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2019-05-08,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,
287,2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6667,0.6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300,,,,,,,,,,,,,,,,,0.6917,,,,,,,
288,2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.8500,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2019-05-15,,,,,,,,,1.0249,0.5300,0.4300,,0.9100,,,,,,,,,0.6700,0.7400,,0.7500,0.6800,,,,1.0800,,,,,,1.4000,0.7400,,,,1.2500,,,,,,0.7400,,,,,,0.5200,,0.6000,,,0.0700,1.1500,,,,1.9057,0.8100,,,,,,,0.4898,,,,,0.4100,0.5000,0.8500,,,,,,,,,,,,,,,,,,,,,,0.8000,,0.4900,,,,,0.6800,,,
290,2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7933,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,0.6894,,1.0000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0790,,,,,,,,,,,,,,,,,,
292,2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2019-05-24,,,,0.6595,,,,,,,0.5976,,,,,,,,,0.4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,0.5100,,
294,2019-05-29,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2019-06-07,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,
296,2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,0.6917,,,,,,,
297,2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9600,0.8500,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2019-06-14,,,,,,,,,1.0249,0.5300,0.4500,,0.9600,,,,,,,,,0.7500,0.7400,,0.7500,0.6800,,,,1.0500,0.6667,,,,,1.4000,0.7400,,,,1.3000,,,,,,0.7400,,,,,,0.5600,,0.6000,,,0.0700,1.1500,0.9000,,,4.4117,0.9000,,,,,,,0.4696,,,,,0.4100,0.5000,,,,,,,,,,,,,,,,,,,,,,,0.8000,,0.5600,,,,,0.6100,,,
299,2019-06-14,,,,,,,,,1.0249,0.5300,0.4500,,0.9600,,,,,,,,,0.7500,0.7400,,0.7500,0.6800,,,,1.0500,0.6667,,,,,1.4000,0.7400,,,,1.3000,,,,,,0.7400,,,,,,0.5600,,0.6000,,,0.0700,1.1500,0.9000,,,4.4117,0.9000,,,,,,,0.4696,,,,,0.4100,0.5000,,,,,,,,,,,,,,,,,,,,,,,0.8000,,0.5600,,,,,0.6100,,,
300,2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7978,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8465,,1.0000,0.5500,,0.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0800,,,,,,,,,,,,,,,,,,
302,2019-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2019-06-25,,,,0.6595,,,,,,,,,,,,,,,,0.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,0.5400,,
304,2019-06-28,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2019-07-05,,0.7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3539,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,
306,2019-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0100,,,,,,,,,,,,,,,,,1.3834,,,,,,,
307,2019-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,0.7500,0.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2019-07-12,,,,,,,,,,,,,,,,,,,,,,0.8000,0.7400,,0.7500,0.6800,,,,,,,,,,,0.7400,,,,,,,,,,0.7400,,,,,,0.6800,,,,,,,,,,,0.8011,,,,,,,0.4050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6100,,,
309,2019-07-15,,,,,,,,,1.0249,0.5700,0.3900,,0.8700,,,,,,,,,,,,,,,,,1.0200,0.6667,,,,,2.0000,,,,,1.4000,,,,,,,,,,,,,,0.6000,,,0.0700,1.1200,,,,1.5390,,,,,,,,,,,,,0.4100,0.5700,1.4900,,,,,,,,,,,,,,,,,,,,,,0.7300,,0.5500,,,,,,,,
310,2019-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8512,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,0.8664,,0.7846,0.5476,,0.2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2019-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0741,,,,,,,,,,,,,,,,,,
312,2019-07-22,,,,,,,,1.3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2019-07-25,,,,0.4387,,,,,,,,,,,,,,,,0.3731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.5600,,
314,2019-07-26,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2019-08-07,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8029,,,,,,,,,,,,,,,,
316,2019-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,,,0.6917,,,,,,,
317,2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,0.6500,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2019-08-14,,,,,,,,,1.0249,0.5700,0.4000,,,,,,,,,,,0.7500,0.7400,,0.7500,0.6800,,,,,0.6667,,,,1.3710,1.4000,0.7400,,,,0.5700,,0.4700,,,,0.7400,,,,,,0.5400,,0.6000,,,,1.1300,,,,5.0921,0.5398,,,,,,,0.3905,,,,0.8276,,,,,,,,,,,,,,,,,,,,,,,,,0.7300,,0.6500,,,,0.7200,0.6100,,,
319,2019-08-15,,,,,,,,,,,,,0.8900,,,,,,,,,,,,,,,,,0.9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0700,,,,,,,,,,,,,,,,,,0.0200,0.6800,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6443,,,,,,,,,,,,,,,,,,0.7500,,,,,,,,,,0.6500,,0.7000,0.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
